source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,tmass_oid,ra_2,dec_2,j_m,h_m,ks_m
2525688198820543360,12.05634594268451,-5.1359892365165924,40.20064272792413,0.06449105913590551,182.16070593050424,-120.15964959812227,11.142237,12.300173,10.134111,26.880687935465836,276715596,12.055559,-5.135414,8.768,8.181,7.932
3085871437392148992,116.21100220217926,0.12600041392361963,40.210408458998735,0.08037627942434619,-56.03512743544224,-119.50660856836139,13.021528,14.611068,11.801969,,293660622,116.211263,0.126555,10.094,9.504,9.227
2442074771933927424,1.3960686011790324,-6.118813909235289,40.21145284668187,0.06336757479061376,177.30754063250743,-55.299142911566705,11.979307,13.395453,10.822403,,273391851,1.395202,-6.118635,9.255,8.649,8.411
4227064966858434304,312.2385731367267,-0.8967952319928928,40.21276257193186,0.09870230459834936,77.6889449137793,-63.1484861184661,14.944581,16.95366,13.614831,,290340843,312.2382,-0.896479,11.751,11.141,10.863
5812456039998285312,264.37688093566004,-66.55593839007756,40.2148080069797,0.04463131640205559,-61.90693764153045,-480.8378296113285,12.583005,14.047545,11.405545,,18977915,264.377561,-66.553917,9.797,9.229,8.943
4273456111216132480,278.0108100864261,0.7761351613083839,40.21941613282841,0.08282447210330063,20.44100617473675,-135.66674997950147,14.076682,15.981118,12.765148,,295653950,278.010699,0.776701,10.818,10.23,9.962
6689574432978156160,295.62529112816185,-41.25321707647884,40.22331499148773,0.16569754604631107,-9.301832407288112,56.59676167561364,16.064623,18.823778,14.593327,,131220546,295.625326,-41.25346,12.267,11.707,11.298
6559631640545167232,331.7408035324356,-49.82841158776245,40.23450219147956,0.04264767159107066,370.9405188129431,-24.505631488268545,11.968575,13.32719,10.831015,,94554679,331.738281,-49.828331,9.338,8.719,8.449
558122277038055808,83.29664986500931,82.77205709857006,40.236902449340754,0.6388884646077213,2038.3413247639298,-1663.7263641821964,20.185572,21.797047,18.439402,,470408053,83.222755,82.779594,15.179,14.904,14.918
2870356816063753728,350.3052087184976,30.386459797906465,40.23912424246751,0.05527070329509879,160.97200743185306,117.12157221555299,13.749869,15.485835,12.482876,,381009178,350.304311,30.385921,10.63,10.095,9.802
3166484739422960640,109.55360864808969,13.704503897141732,40.24352835513121,0.05744357184018934,-34.4770017466908,-27.57924441182014,12.16971,13.6565895,10.986577,,334335395,109.553783,13.70465,9.361,8.689,8.448
1799991798431932800,328.0504624581007,27.41349470669661,40.24471735081637,0.056278367815815904,282.7297344986152,-754.8127520926757,12.80939,14.322224,11.610797,,373060740,328.049135,27.416695,9.984,9.473,9.266
2720293407519457280,331.95386905497696,5.653305819939951,40.251020961686805,0.10434402082685348,456.0031874216992,126.80945763919092,14.452403,16.457165,13.113608,,310366677,331.951985,5.65276,11.155,10.526,10.242
6074572293432378240,188.66283376985498,-54.25042596222231,40.2512746685657,0.06910011454859177,-462.1730459741577,-134.22175903318188,12.453918,13.984983,11.251518,,74306945,188.666222,-54.249847,9.569,9.012,8.728
694744465169442816,139.6716465006729,26.763001570212005,40.25417831400462,0.10791348121070282,-194.23808116399385,-353.1801188083454,14.719881,16.827555,13.361496,,371325282,139.672614,26.764616,11.269,10.619,10.291
3566923923617986560,179.74779661085594,-19.012335591950528,40.263074761064715,0.14206393065828696,43.01150485146988,-118.38899923591276,15.257658,17.493776,13.873995,,227018760,179.747556,-19.011772,11.842,11.263,10.93
3801886118203373184,163.86138340514802,-2.8284847191135776,40.268774332739596,0.074814845721349,109.52445109616471,17.31554545600666,12.528272,14.0497,11.33346,,284148009,163.860872,-2.828582,9.682,9.15,8.845
1695111789438813312,225.75708134826408,70.43716499047363,40.26919750276903,0.03234560750913747,-232.03824273072624,379.49994470876413,11.558434,12.929058,10.420647,,465493853,225.760169,70.435425,8.871,8.286,8.059
6233452028580863744,236.87466133618886,-27.91992428232207,40.278600252071406,0.10013448730024618,96.15272108719604,24.52990428445792,12.144247,13.397109,10.941026,,189318183,236.874269,-27.920055,9.308,8.715,8.473
867302197990617600,114.27876136701602,23.223309313211406,40.27923182902699,0.20836043500001766,409.2168328636412,-245.7771181501082,17.028315,20.268005,15.443142,,361721458,114.276598,23.224516,12.854,12.259,11.862
5537221685127063040,118.64767139075728,-41.06304539618788,40.28231481178895,0.04525280963935537,-11.187326155410197,-0.7427090418556171,13.75951,15.516732,12.485024,,132004774,118.647728,-41.063061,10.634,10.07,9.817
2059314703923324288,299.8563340333655,34.90716724442117,40.28521694645221,0.026039263811560867,92.86205676200855,12.188138689559937,11.501382,12.605369,10.445593,,392912911,299.855883,34.907093,9.04,8.56,8.254
4895945684431356672,64.66802853194068,-25.118451544435164,40.29103395259937,0.053225092891777494,157.87818071939915,130.19084121510858,13.530868,15.384183,12.236036,,201583712,64.667216,-25.119047,10.366,9.78,9.476
6695913186230672512,306.3735741984539,-35.76279813200394,40.29528107770661,0.11206534734066916,-251.56406968883482,-1.0310407401189523,12.968892,14.602916,11.736031,,153984218,306.374952,-35.762794,9.982,9.393,9.044
3574523370032644992,180.41968879337736,-12.232640756428388,40.30091525297191,0.11353939679618671,-55.77177493952872,-231.14669037333314,11.276412,12.616267,10.201466,,252442967,180.419987,-12.23159,8.685,8.1,7.871
6833711267686909952,318.1697266150662,-18.79956577103316,40.30172595338676,0.07460793058188099,212.95857017214732,-53.644615018201904,13.425393,15.077648,12.183979,,227870647,318.168751,-18.799335,10.405,9.853,9.559
3192389821785729408,63.5725520215705,-9.115794760583405,40.30380074109053,0.07971366791118335,99.82007581879161,-145.45661115422232,12.574478,14.163809,11.354097,,263297390,63.572085,-9.115119,9.63,9.056,8.755
2542537011925737600,9.127438878736289,-0.9121719228929077,40.30770110925448,0.08786425459115264,400.92792999351207,-199.27990295570316,14.083697,15.869012,12.8045845,,290292567,9.125613,-0.911208,10.996,10.434,10.136
4948775190921234816,40.527880610076146,-41.4100302343222,40.308713377956366,0.05880885144213584,410.33567179490046,-52.731841510585625,14.839267,16.93163,13.486873,,130574310,40.525538,-41.409801,11.479,10.873,10.55
4647534190597951232,43.01807590883939,-67.68701631247359,40.310857646879136,0.04600644533256503,-55.69900187424317,149.27301505963501,13.587951,15.279272,12.334489,,16038079,43.018755,-67.687645,10.56,10.053,9.722
2854535874531776000,357.4735673543015,27.36078629071497,40.31235922827354,0.05366836037731444,-150.1299893625136,-109.05229131528738,12.789357,14.317168,11.58857,,372913296,357.474363,27.361296,9.89,9.33,9.062
694744636968134528,139.6916700486056,26.751540319752614,40.316085964283666,0.07164721364879373,-196.74074404022437,-353.517756815539,10.798358,11.997047,9.74413,39.31056162657521,371294839,139.692683,26.75317,8.296,7.646,7.43
2372272516761781888,12.600764393358002,-15.640742809622747,40.319448908948864,0.24275795682466045,-214.70437979367154,-484.31200727030034,18.440826,21.30295,16.782194,,240073598,12.601844,-15.638452,13.779,13.077,12.647
2711324381934051200,343.98828720229585,5.753938144143289,40.319818351279565,0.05115453889643612,355.81135338770935,-268.8241977061868,10.411876,11.481555,9.411501,9.377915148255495,310669035,343.986789,5.754978,8.13,7.458,7.24
2374036786248265984,9.400448215459496,-15.199872365147161,40.32336480001915,0.07032489340192362,-189.6877193481177,45.94394441412859,13.744644,15.396174,12.504205,,241712565,9.401205,-15.20003,10.794,10.179,9.906
2374036786248265856,9.400374566835294,-15.197828807050902,40.32356955147746,0.058956424750124956,-193.27660266062992,46.9392544170683,11.53378,12.724295,10.474766,-9.026779045026078,241720255,9.401148,-15.197965,9.077,8.474,8.234
1692740619598187904,181.16165019954533,76.06144883118517,40.326687875229034,0.08086844322643709,-736.2140060652379,-73.38515735547026,15.430948,17.804632,14.016321,,468589887,181.175007,76.061768,11.806,11.244,10.869
2646192130603302400,354.22084942101,1.1641321503314443,40.333636226396074,0.051759263725911275,1189.9525231421778,-109.42989819389987,12.180546,13.343568,11.120344,26.153651539778156,296819887,354.215941,1.164591,9.759,9.255,9.012
2367899071824176384,4.077991189653177,-17.146161524111594,40.3377114353415,0.07564779793566845,51.62138535811092,435.4261816965892,14.049697,15.639624,12.830765,,234377026,4.077778,-17.148218,11.141,10.609,10.327
1033386521741601280,121.65306996814374,55.89365404122041,40.340550419718326,0.6530633478009806,132.0281793858222,-80.49139995654417,10.563186,11.774391,9.498566,,442508063,121.651918,55.89402,8.05,7.439,7.21
5324961549490692992,134.75030612783652,-51.02049278179211,40.35917438532409,1.2740489933773098,-25.059680535587994,38.55294213467666,19.920376,20.445498,18.29331,,89258040,134.750413,-51.02039,16.686,15.874,15.378
3724596914697213056,205.38606485008248,8.08463096696692,40.360813764505146,0.19049378474179776,-267.6838160821158,-12.959743116479368,16.021149,18.70072,14.556227,,317645267,205.387164,8.084683,12.148,11.513,11.131
4059215823975992960,259.8345347624229,-29.825564893191356,40.36187219300102,0.11211421977855718,-35.64152880229227,-515.9884391705162,12.841379,14.399609,11.641046,,180422478,259.834715,-29.823145,9.933,9.335,9.11
5520094661224351872,123.1827355989603,-45.07749540619195,40.36516690615521,0.0822750228434575,-270.0275475021789,-332.83715905586297,15.411168,17.832998,13.994844,,115228278,123.184466,-45.075996,11.729,11.234,10.906
3131514462863888768,95.94371293467533,5.044470080646365,40.36789442152219,0.04405125114961927,33.965498219487934,-71.29729621742379,10.351236,11.453181,9.346207,,308555897,95.94355,5.044764,8.032,7.337,7.138
3382740882560780928,98.66305969030053,24.23116355147999,40.3734853014981,0.09378769000951133,-162.22440172287645,-37.0875908068564,15.538683,17.466583,14.106569,,364507907,98.663918,24.231339,11.924,11.333,10.984
5740366044716708864,143.48530255182015,-10.155734453489844,40.38677339939643,0.04759833924743523,77.12643670843686,240.39249292446152,11.886421,13.151153,10.7890625,,259707141,143.484968,-10.156833,9.345,8.746,8.508
760040406292442752,170.3065594669108,34.96139498809358,40.387509817035685,1.6558950417424836,-6.017896737785719,-17.821771560821375,19.809288,20.890259,18.17112,,393053691,170.306538,34.961308,16.43,15.946,15.529
5406897052930352512,151.5357198475258,-49.828073784777985,40.39037969936017,0.04227575292956915,-55.9776767173401,-180.97462769212896,11.567146,12.936783,10.434711,,94559268,151.536121,-49.827248,8.886,8.326,8.104
2785466581298775680,16.653872427332175,19.224919471486295,40.39173536439684,0.0758819303317848,-41.46460648740232,-222.6973677392248,12.117153,13.546779,10.951444,,350413291,16.654067,19.226002,9.343,8.782,8.497
4540115306180362368,259.1985920575929,11.56511610467147,40.392135880768876,0.04805911612605615,-130.31505447285352,135.34339690992198,12.813804,14.471665,11.571083,,327960414,259.199146,11.564542,9.799,9.184,8.918
5827358099092820608,235.65454807150644,-61.47637916334263,40.396579912667235,0.04230433174003266,-201.6300516890868,-389.16550846940584,12.690048,14.120318,11.527432,,38844266,235.656373,-61.474731,9.942,9.393,9.092
1941668716395829504,351.4093812560828,47.28491311646885,40.403699965823094,0.36443283429903955,33.260872840416056,5.529764925443025,11.029735,12.072484,9.750332,-9.115481986900152,422879155,351.40909,47.284836,8.26,7.682,7.463
4094926445417081472,271.40854481126564,-20.285849898128188,40.404613149861916,1.161345166961802,-7.258600096991761,-3.1877437585556665,18.996365,19.959326,17.131372,,221855157,271.40857,-20.285801,13.296,11.517,10.834
94546596851142400,30.871183898523253,21.57125231499336,40.406747840153066,0.1250094572596874,353.0971820778162,-14.827688121219762,15.26952,17.595531,13.872747,,357113021,30.869345,21.571337,11.661,11.033,10.714
4121455981682434176,262.70788750545836,-19.97777387566529,40.409563814879256,2.1088921976082435,-3.6628977899179205,-10.85865919567167,20.216887,20.47748,18.38506,,223113491,262.707866,-19.977739,16.16,15.235,15.074
1800587798162719232,325.4918732411086,27.687255740482957,40.40960852422134,0.4499664955149122,-292.039796388446,-53.839409774130324,12.719228,14.28843,11.501458,,373781510,325.493468,27.687523,9.825,9.267,9.006
4673565536406558976,56.13876627348116,-62.62181786110589,40.41277666931677,0.03929330451783399,-102.68153198862348,29.59534367377416,13.14989,14.661207,11.958226,,33385925,56.139657,-62.621948,10.359,9.738,9.468
4227165812690769408,312.4160377789395,-0.35182665391005913,40.412937484861786,0.05016271278454847,303.12018586969623,-205.7733586594567,11.883082,13.337192,10.713663,,292107761,312.414635,-0.350875,9.099,8.443,8.208
3395539232265931520,78.07685228979416,18.301072377156206,40.422513049783795,0.08459163888407115,112.50394005302107,101.59044441352069,13.940805,15.715664,12.671507,,347732798,78.076298,18.300558,10.884,10.261,9.984
378851098016946816,5.478182310076753,38.27342750456107,40.423322792848374,0.06020835895208838,621.3056777154259,-324.2170397125874,11.717756,13.152667,10.560669,,401463379,5.474702,38.274849,8.953,8.34,8.106
2840714875932461440,350.4853003436292,24.207978317412163,40.42459529141188,0.05464033754522346,411.0447151665845,-188.67134376101671,12.579798,14.063808,11.392653,,364447616,350.483112,24.208921,9.779,9.172,8.94
1370790111609798144,236.2299870057816,33.02945619064259,40.43494347370041,1.0460617815761626,-3.408601424382084,76.95629805523286,20.716448,21.674349,18.948683,,387986602,236.229955,33.029102,15.548,14.521,13.943
1690976079530034816,183.23801038127496,74.27999835952525,40.434955549796605,0.029664883030591893,-365.16968099095334,-32.81756697756184,12.7056265,14.185323,11.526019,,467810432,183.244262,74.280167,9.905,9.373,9.087
1702586956678820480,242.616562255846,73.91036523936792,40.43657896441664,0.048634132583030884,-224.41083400426805,270.96112226749256,13.795159,15.57353,12.516067,,467627422,242.620224,73.909164,10.683,10.104,9.852
3787904732640409216,164.64281697235572,-5.9035826322271365,40.439042244783906,0.06277118576689471,52.26249464984291,-238.05041820343152,12.010316,13.472439,10.837607,,274133663,164.642555,-5.902513,9.196,8.595,8.33
2815480671757024512,348.0693281320188,14.240668787520562,40.44750120584388,0.09149967095438462,-123.22192574909775,-90.16418831970114,14.091429,15.932219,12.800043,,335913068,348.069898,14.241098,10.908,10.358,10.06
1834010963089595264,302.46299175611705,25.355900048670165,40.44791688121502,0.5893047272772485,15.15554046982808,20.997047485648558,15.746309,16.72766,14.712928,,367554378,302.462894,25.355797,13.426,12.7,12.543
3462607925435602560,181.74220392088571,-35.01563337582035,40.45098239521617,0.2135774770958735,-314.43965493956733,-273.05251956443055,13.201606,14.942848,11.897532,,157198337,181.743914,-35.014393,10.01,9.401,9.127
