#ra	dec	p	perr	pra	praerr	pdec	pdecerr	rv	rverr	G	Gerr	B	Berr	R	Rerr	V	Verr	spt	spterr	binaryflag	d	dm	dp
127.676679327999	-51.3303450469891	2.8098	0.133	-12.891	0.249	10.858	0.21	nan	nan	17.673258	0.002812756415800979	nan	nan	nan	nan	nan	nan	nan	nan	nan	307.342511787536	16.91953056567803	18.975860607996992
126.960849759263	-50.8097600586281	2.6817	0.1135	-12.613	0.223	10.2	0.187	nan	nan	17.634064	0.004601142051647975	19.282598	0.042565326819088374	16.35356	0.013776848835155427	19.00749424418	0.0415072922889389	nan	nan	nan	370.081264734146	15.060770529200965	16.370722461584023
126.13189132132301	-50.6503087385132	2.9258	0.1474	-12.951	0.286	10.697	0.312	nan	nan	18.20314	0.002531731380106043	19.731792	0.03919586645258041	16.907457	0.006481965972500078	19.459294301849997	0.03822062185253956	nan	nan	nan	339.976314338892	16.640395876211983	18.413770608796995
128.84850659409602	-49.749665790194506	2.8398	0.1393	-11.829	0.257	10.001	0.246	nan	nan	18.08754	0.0026497294728114835	19.778803	0.04225821947661175	16.79153	0.007422663585714229	19.502249775030002	0.04120682655785726	nan	nan	nan	350.085631518438	16.68843475599897	18.415606537569033
127.250990172376	-49.6911673143258	2.7349	0.1421	-12.759	0.238	9.827	0.227	nan	nan	17.67561	0.0030171530463147613	19.190737	0.05766258845863758	16.396088	0.009614686178273522	18.91897818639	0.05622787589277922	nan	nan	nan	363.558671823589	18.311154987275017	20.32558641880098
127.40060102414502	-49.57726878238769	2.7452	0.115	-12.701	0.186	9.63	0.223	nan	nan	17.293238	0.00228601043402959	18.640676	0.017157423703650265	16.06191	0.005191034495818775	18.37429051426	0.0167308743299197	nan	nan	nan	361.592153771588	14.572589705056998	15.826722134409977
127.37394349333398	-49.380559795727905	2.8939	0.1135	-12.237	0.207	9.508	0.201	nan	nan	17.491785	0.002277613335999084	19.011162	0.035835056994893394	16.242695	0.0051345323576873535	18.740054856369998	0.03494335612613622	nan	nan	nan	343.076227357426	12.969130863329951	14.010406612281031
131.405473614279	-50.907504119044795	2.9679	0.1137	-13.751	0.228	9.379	0.242	nan	nan	17.79734	0.0024043515955187345	19.170893	0.05434439710680659	16.484444	0.008257926271794556	18.90182728439	0.052992163676114375	nan	nan	nan	334.559279333617	12.365897519295004	13.334890239374033
126.097166060907	-49.8894789270606	3.045	0.1075	-13.481	0.188	11.102	0.228	nan	nan	17.299547	0.002162482359891625	19.052935	0.018486478564179832	16.009556	0.00478768763113241	18.77498529669	0.01802674398812539	nan	nan	nan	326.041804770325	11.138839952480964	11.940768598725015
125.20459227943299	-48.52544735387781	2.9906	0.1183	-12.905	0.189	10.443	0.175	nan	nan	17.608885	0.0029112410419215216	19.156006	0.05421245881887582	16.346928	0.005177447331518692	18.88388804858	0.052863267790527683	nan	nan	nan	332.101362416398	12.663471747105973	13.689798166444007
125.756036999077	-48.0337392779462	2.7862	0.1295	-12.621	0.224	9.259	0.301	nan	nan	17.870903	0.0023876033012106323	19.371775	0.05187719289898461	16.604706	0.006303251474266778	19.100702652589998	0.05058621285419102	nan	nan	nan	356.594536270173	15.891642161432003	17.418238589012958
123.566574969617	-47.59638106771781	2.8873	0.1111	-11.568	0.226	11.086	0.173	nan	nan	17.277058	0.0035732567689766024	nan	nan	nan	nan	nan	nan	nan	nan	nan	343.808678784451	12.759995270416994	13.764315995832987
131.70869789766897	-54.131995591177905	3.0985	0.0275	-13.647	0.055	11.135	0.049	nan	nan	15.302512	0.0021194357557761116	16.266472	0.005300874920915652	14.317109	0.0038258264594856575	16.01575235493	0.005169813210222333	nan	nan	nan	319.794555717806	2.8098078225229983	2.859162350270992
136.059056520592	-55.9051794743223	2.8683	0.0254	-13.495	0.055	9.533	0.043	11.61	1.31	12.733942	0.0020556837048554787	13.102935	0.004412777269828213	12.208945	0.0037420831955508197	12.878483588900002	0.004303951173172524	nan	nan	nan	345.195190765072	3.0178162079230333	3.0705546620199584
127.41740671689202	-49.8849543831803	2.7714	0.0398	-12.639	0.071	9.833	0.077	nan	nan	16.024298	0.0022261798247149604	17.171047	0.008964455194309892	14.941272	0.004001407229552311	16.91334790025	0.00874189725797037	nan	nan	nan	357.223953802843	5.0525196671130175	5.196938351297945
129.88208959850704	-52.1723052050116	2.68	0.0722	-13.07	0.132	9.435	0.125	nan	nan	14.883628	0.002687519113826226	15.904115	0.010394133871376762	13.867408	0.005985608312152979	15.65122136277	0.010136518770636701	nan	nan	nan	369.62063980511	9.681648238593993	10.20707435405302
130.89530886917802	-54.436713119324395	3.1363	0.0908	-13.623	0.205	11.872	0.196	nan	nan	17.42889	0.0022375248081674868	19.005583	0.03127568365357887	16.172375	0.0046496699235046264	18.73286445288	0.030497451472132762	nan	nan	nan	316.411161583502	8.912755575057986	9.435103029032007
129.084809861836	-53.63349685760391	2.7011	0.0236	-11.546	0.045	10.323	0.044	nan	nan	11.996346	0.0018334260489929004	12.293492	0.002019778792082646	11.551926	0.002179908523719307	12.072834422260001	0.001970253731802933	nan	nan	nan	366.335018751883	3.1688155700319953	3.223597861882979
129.772552343526	-53.18872945442781	3.1655	0.0864	-13.442	0.172	11.643	0.133	nan	nan	16.808302	0.0022937823343479884	18.05917	0.04355494485813615	15.566015	0.007905999065093167	17.794915372050003	0.042471318149454707	nan	nan	nan	313.466652592988	8.338403706326005	8.79836885576401
131.196480661935	-52.8859174187938	3.0157	0.0518	-13.649	0.116	9.977	0.107	nan	nan	16.255104	0.0023167781829595666	17.490591	0.01453333497261099	15.1422	0.00436969933335409	17.229939548009998	0.014172017612453808	nan	nan	nan	328.612644837378	5.5445944984920175	5.7347143605269935
130.914234247959	-52.815888756269494	2.7296	0.0856	-13.149	0.175	9.421	0.186	nan	nan	17.35161	0.0031885280050453486	18.821154	0.029142201702102955	16.11429	0.0069117915063941614	18.551580155039996	0.028417373041939056	nan	nan	nan	363.137594926429	11.041989898119994	11.74386927945801
131.146845317936	-52.56989984310311	2.8924	0.02	-13.547	0.032	9.729	0.033	nan	nan	13.017898	0.002500923953261283	13.428164	0.005987205006912759	12.447847	0.004659458101452402	13.20156390987	0.00583933525564163	nan	nan	nan	342.329318746375	2.3468295065650295	2.3788688261889774
130.91503769063	-52.3679533436231	2.8562	0.0647	-13.269	0.166	9.861	0.132	nan	nan	16.598164	0.0020686319094494186	17.573963	0.04114341119205303	15.35925	0.013239496698723676	17.31663879343	0.0401207050106537	nan	nan	nan	346.918975856305	7.676709655478021	8.025693558886019
131.501242814605	-52.6321008765319	2.8446	0.0619	-13.664	0.116	9.497	0.111	nan	nan	16.557077	0.0020413997942833884	17.855972	0.012505895856188352	15.4189	0.0037791246745394486	17.59311327792	0.012194986874981772	nan	nan	nan	348.296040771515	7.413492666345007	7.737101328990036
130.307426139358	-52.4484802855747	3.1456	0.0265	-13.423	0.052	11.582	0.064	19.88	2.09	12.239229	0.0019261034835577322	12.588588	0.0025595553772048522	11.744963	0.002755356568351456	12.365390173749999	0.0024967900968296585	nan	nan	nan	315.040721711871	2.6320378707960117	2.6759602536739635
130.258227493298	-52.4526962135243	3.1501	0.0271	-13.354	0.056	11.616	0.062	nan	nan	11.105612	0.0018304076112795552	11.355187	0.0018562237888983953	10.721748	0.002148471121990718	11.137220703290001	0.0018108121479268754	nan	nan	nan	314.595888777901	2.681820418954999	2.7275000805869922
130.202090808024	-52.40640512197142	2.8108	0.0597	-13.364	0.118	10.073	0.139	nan	nan	16.66635	0.0024705044631821234	18.02628	0.015490054098796	15.501314	0.006532966675456387	17.76123359626	0.015105381880988557	nan	nan	nan	352.426542564886	7.321287145237022	7.632866108872975
130.37213687440203	-52.356831269889	3.1604	0.0508	-13.461	0.097	11.866	0.111	nan	nan	16.469297	0.002049171658430844	17.81713	0.013213945953561552	15.301879	0.003617814755272222	17.55232540261	0.012885365483904314	nan	nan	nan	313.685532957953	4.954714681560006	5.113407408690023
130.36603746161703	-52.23757697569871	3.1272	0.0795	-13.11	0.158	11.431	0.173	nan	nan	16.746054	0.002102882043211399	18.372568	0.013805436662606895	15.49522	0.0038680324978744864	18.09875080828	0.01346216360736456	nan	nan	nan	317.206785881256	7.868473847765017	8.271702833930988
130.968812260495	-51.80432785909801	2.7905	0.0321	-13.343	0.059	9.564	0.057	nan	nan	15.307779	0.002185800271907363	16.239857	0.005419216779617514	14.348258	0.003972936103790737	15.99057510089	0.005285257629629692	nan	nan	nan	354.759272803055	4.02212489232403	4.113758240034997
128.853806204311	-52.6173178984959	3.1669	0.0311	-13.666	0.062	11.025	0.06	nan	nan	15.07358	0.002169204560096182	15.986673	0.006515206983961832	14.124892	0.003832045542895305	15.738133270910001	0.006353759419157357	nan	nan	nan	312.95453078443	3.0369596474409946	3.095985588375015
128.314929608787	-52.309276096774	3.031	0.0642	-13.222	0.119	11.415	0.13	nan	nan	16.450872	0.0021739312899620804	17.799232	0.011965272356986937	15.291611	0.0037426362661671926	17.53461731331	0.011667828598686963	nan	nan	nan	327.063730740219	6.776582467416006	7.064191837351984
129.678789296143	-52.3620791970662	2.8436	0.0148	-13.248	0.028	9.627	0.028	nan	nan	14.129211	0.0026197338957407927	14.740025	0.007674784330835729	13.361122	0.006443531128927679	14.50350410433	0.007485477244979733	nan	nan	nan	348.133101684138	1.7973591145849923	1.8157762733490017
129.579945395469	-52.22234929159121	2.848	0.0614	-13.417	0.119	9.567	0.106	nan	nan	16.365053	0.00221393978455764	17.639542	0.00865216015898713	15.180524	0.0035740573335105576	17.376137041979998	0.00843727687076668	nan	nan	nan	347.874100436673	7.335846596336012	7.652965883463992
129.715475675084	-52.16262253472	2.7154	0.0379	-13.093	0.075	9.57	0.069	nan	nan	9.213208	0.0018355405430579075	9.250952	0.0018876020820507414	9.175844	0.003192224314102642	9.04688256188	0.0018423337828488127	nan	nan	nan	364.500191479709	5.007084004711999	5.145970628798011
130.42555667974804	-52.105640210899395	2.9763	0.1034	-13.401	0.229	9.701	0.24	nan	nan	17.502304	0.0023038759728776946	18.311161	0.04796515399145651	16.10894	0.012486142365596187	18.05414771931	0.04677233381349484	nan	nan	nan	341.918628894107	2.569394456094983	2.6078957782080465
129.766763291111	-52.04821376568421	2.9405	0.091	-13.712	0.189	10.24	0.192	nan	nan	17.136465	0.0023888764591141393	18.665565	0.02275776874352952	15.882193	0.005816203000202224	18.394086870920002	0.022191800063211947	nan	nan	nan	337.340733337782	10.135078470898009	10.771131146522976
129.96654351284	-51.921453214662904	2.9314	0.0371	-13.127	0.072	9.77	0.073	nan	nan	12.296088	0.0021234944817618267	12.728301	0.004091632208254185	11.714375	0.00368800829178309	12.50086438186	0.0039908473172532415	nan	nan	nan	337.885606559745	4.213043788084974	4.31884571180899
129.965211523599	-51.904589321635	2.6779	0.0863	-12.669	0.154	10.048	0.178	nan	nan	16.790623	0.0021314273690825926	18.411108	0.028729488539479164	15.510917	0.00553625259489418	18.13672224601	0.028014750466524952	nan	nan	nan	370.108192968779	11.553983163013982	12.309282107309969
130.051611068688	-51.931324569598004	2.7601	0.0953	-13.132	0.154	9.72	0.198	nan	nan	16.958006	0.002375552867620535	18.55229	0.030455779219391733	15.6838	0.005320873244109303	18.278693283899997	0.0296980301723717	nan	nan	nan	359.302892408329	11.997032746569005	12.839763181623027
130.238190284245	-51.75024091583481	2.8133	0.059	-12.913	0.112	9.828	0.127	nan	nan	16.322851	0.0023669262346471655	17.514881	0.012004831847851375	15.200838	0.00460655231216738	17.25508446973	0.011706593085672349	nan	nan	nan	352.099657253957	7.222670355731964	7.526029322185991
129.371584657561	-51.9805169801997	2.7836	0.0983	-13.283	0.204	9.932	0.229	nan	nan	17.305151	0.0022365698055823915	18.679983	0.022391126851308354	16.039595	0.0052441300534327	18.41206374268	0.021834201855463933	nan	nan	nan	356.334343725461	12.167454280316974	13.042938506203996
129.821342417415	-51.8321709652425	2.7854	0.0256	-12.531	0.05	9.635	0.045	nan	nan	15.099017	0.0022655931882726204	15.937206	0.008417173603894493	14.198031	0.003932312640655786	15.69171793425	0.0082082537062117	nan	nan	nan	355.37487702682	3.230413758025975	3.289154387337021
129.927786265417	-51.55554918364861	2.827	0.0298	-13.364	0.055	9.627	0.064	nan	nan	15.338517	0.0025951362639833036	16.25631	0.00788162492579568	14.38458	0.005720189527390019	16.0075226403	0.007686769944950641	nan	nan	nan	350.210510897349	3.6458825080970314	3.7220096669929603
129.560090159258	-51.7309869640456	2.7655	0.0633	-11.779	0.13	10.845	0.127	nan	nan	16.853725	0.0021899710916890654	18.446024	0.012973863900553875	15.604071	0.0036541347944044475	18.173087789830003	0.012651271362277738	nan	nan	nan	358.177651249283	7.999736314784968	8.366951122141018
129.41355942765	-51.63940675313431	2.7326	0.0253	-12.182	0.051	10.289	0.054	nan	nan	10.364985	0.0018550497476130033	10.50822	0.001720960654298953	10.14032	0.0021786204775984253	10.296862969	0.001679001824573513	nan	nan	nan	362.1600538359	3.310891472732976	3.3714455655820075
129.754995765031	-51.59669386873829	2.8095	0.0386	-13.116	0.077	9.546	0.083	nan	nan	16.172937	0.002151247947711704	17.345366	0.010497747160454996	15.076694	0.005634740770688364	17.08669875392	0.010237418955288837	nan	nan	nan	352.416134708046	4.770210491204978	4.90053632959399
129.80565277296103	-51.305584578430604	2.7601	0.026	-13.08	0.048	9.723	0.051	25.91	5.39	10.735207	0.0018366010257728012	10.926674	0.0019244932790716146	10.434858	0.0020496485318909265	10.712232699760001	0.0018772859527886566	nan	nan	nan	358.590158615275	3.3353962286699925	3.3974816734229876
128.872572894747	-51.8151468198435	2.9806	0.267	-13.148	0.514	9.885	0.855	nan	nan	18.4148	0.0048277073231900594	18.44386	0.15078386365491397	16.76829	0.04272724996319965	18.1999550627	0.14703469934382693	nan	nan	nan	359.138266216697	4.593516263471997	4.711924630676037
129.068341739981	-51.5069086849284	2.8518	0.0248	-12.741	0.048	9.674	0.047	nan	nan	15.163075	0.0023011107407660968	16.049658	0.0069467193139474736	14.227185	0.004086456493517317	15.802096647030003	0.006774579052285862	nan	nan	nan	347.174148558876	2.9910606517080396	3.0425595663359672
129.380994887085	-51.43314295578969	2.8055	0.0929	-12.321	0.152	9.669	0.186	nan	nan	17.033709	0.0033468774756764815	18.59217	0.023997112263431677	15.785351	0.007286522661858172	18.32010827509	0.023400526954680353	nan	nan	nan	353.488662182335	11.335321040238	12.097866377272965
129.608354805932	-51.357507027987	3.0316	0.065	-13.098	0.123	11.493	0.131	nan	nan	16.79922	0.0030065575512079872	18.249374	0.016104887412156585	15.601871	0.0049650160820566645	17.98127765033	0.015704522995967217	nan	nan	nan	327.002432376882	6.8602044665009885	7.155170069536041
129.699455237184	-51.1580680477405	2.7665	0.0789	-12.511	0.154	10.179	0.16	nan	nan	16.854301	0.002170407077602123	18.293005	0.027240830147077035	15.447128	0.015706919181947776	18.01997112147	0.026565682649481046	nan	nan	nan	358.230716989489	9.92695897134098	10.498736333138027
129.211543592472	-51.193760061400596	2.6738	0.0271	-12.33	0.048	9.478	0.043	nan	nan	12.178982	0.0018500376183215306	12.490326	0.0022414001257854105	11.717278	0.0022605464937920606	12.26888483528	0.0021863357819888922	nan	nan	nan	370.052682214482	3.7044169024609914	3.7787340359969903
129.207861556242	-51.19314295508399	2.8066	0.0608	-12.411	0.105	9.665	0.095	nan	nan	16.462137	0.0021558884569974116	17.65672	0.012539757210505126	15.33483	0.004875201947788651	17.396728157899997	0.012228244729913405	nan	nan	nan	352.953257043125	7.469484079031986	7.79358093961099
128.665390033358	-51.18749065293841	2.7326	0.0713	-12.904	0.126	10.24	0.14	nan	nan	16.81496	0.0023051714681879385	18.26333	0.020311834358052464	15.603428	0.004129523583452557	17.99492503922	0.01980653949535544	nan	nan	nan	362.547304596582	9.210957786866004	9.695014809672955
128.66508705140004	-51.190206347853795	2.8151	0.0845	-12.452	0.152	10.345	0.168	nan	nan	16.911478	0.0022338953787002084	18.444485	0.023504706888357912	15.670188	0.005610822538201932	18.17323274767	0.022920100195519738	nan	nan	nan	352.172181092686	10.268550673612992	10.892788317530972
128.234284244032	-51.3110910856844	2.6947	0.0542	-11.659	0.112	10.051	0.131	nan	nan	16.35242	0.002307688761256039	17.570347	0.007202568870446566	15.238737	0.0035292462549373327	17.3101132271	0.007023846251637674	nan	nan	nan	367.411308348873	7.229733118331978	7.520514416779008
128.81043558465	-50.95231024621381	2.7687	0.0925	-12.879	0.186	9.868	0.194	nan	nan	17.234024	0.002476109761322641	18.768152	0.023212337679728377	16.009243	0.004434557866914512	18.49728275499	0.022634851714510858	nan	nan	nan	358.143429828236	11.586428228854004	12.373251873432025
129.012883806509	-50.775241699189216	2.7005	0.0757	-12.564	0.152	9.866	0.142	nan	nan	16.860695	0.0022780492303473166	18.26789	0.016817561129543142	15.650147	0.004971450825343224	18.000534376730002	0.016399438867897475	nan	nan	nan	366.885493633943	10.000177302265968	10.56618774991
127.795341670268	-51.175468135417105	2.737	0.0592	-12.658	0.109	10.111	0.108	nan	nan	16.535666	0.00249843013697765	17.840584	0.017882081699668977	15.379338	0.005732711430244193	17.577123587059997	0.017437580482015796	nan	nan	nan	361.83478058976	7.649771438824985	7.981342734375005
127.430849649883	-51.115534164881105	2.8558	0.0835	-12.734	0.166	10.401	0.152	nan	nan	17.308126	0.0021341117520740148	18.847971	0.02617702342017029	16.051153	0.004897455243257445	18.57615819998	0.02552576836849965	nan	nan	nan	347.174100589751	9.858109776830986	10.440784165628997
126.87694898066	-50.76475088435609	2.7779	0.0341	-11.891	0.06	11.11	0.053	nan	nan	15.551225	0.0024884080440597573	16.542627	0.01387944818338077	14.551922	0.004899298227385725	16.29087835255	0.013534538072899734	nan	nan	nan	356.361508855591	4.313515800559003	4.418596129313983
127.01974370462	-50.452594319377	2.9316	0.0985	-12.037	0.179	11.008	0.171	nan	nan	17.34152	0.0026494041356589153	18.809467	0.0231811514469696	16.105587	0.006962810732950059	18.5399674268	0.022604836932929397	nan	nan	nan	338.452017462362	11.016716087085968	11.769779168336981
126.58152620333301	-50.449837337213	2.805	0.0357	-12.325	0.075	9.995	0.065	nan	nan	15.902529	0.002567546875310758	16.993729	0.009519349870915177	14.853391	0.00535102664905423	16.738255987179997	0.009283368708810996	nan	nan	nan	352.95583753398	4.428751890587023	4.540691029789002
127.03398170026301	-50.3458042663974	2.8765	0.0574	-11.907	0.1	10.341	0.093	nan	nan	16.510532	0.002087855897287405	17.817442	0.010753534882644175	15.372842	0.003500183754863129	17.554395906	0.010486241299874504	nan	nan	nan	344.414676918003	6.7250650925209925	6.993384382815975
126.596944814596	-50.12753675953051	3.0312	0.0736	-12.669	0.14	12.078	0.149	nan	nan	17.193275	0.0023765847137834028	18.65729	0.013713759893587682	15.951049	0.008361473877355828	18.38773166151	0.013374043790782728	nan	nan	nan	327.123520253287	7.751486394464962	8.130068749412033
128.394465865876	-50.9443149327717	3.1086	0.0305	-14.213	0.06	10.571	0.054	nan	nan	15.353443	0.0021372490654926503	16.360144	0.00524054532981541	14.349021	0.003266340605509369	16.107887148529997	0.005110754830208276	nan	nan	nan	318.774893768712	3.0947388858639897	3.1549135202400294
128.80181545648404	-50.4256202970466	2.7943	0.0305	-12.578	0.057	9.821	0.049	nan	nan	15.126144	0.002219628199489614	16.022736	0.0056183371249080285	14.188062	0.004318638244336739	15.77487096414	0.005479551125660359	nan	nan	nan	354.272594797533	3.8155866069439526	3.8980693944470204
128.41058005560802	-50.531888852129505	2.7601	0.0204	-12.538	0.039	9.758	0.031	nan	nan	14.144106	0.0019467050467940504	14.744483	0.002917299351771458	13.41804	0.0028089092464861996	14.509267833730002	0.002845546774618291	nan	nan	nan	358.573566485361	2.6282649781930445	2.6666653874889903
127.56567878824602	-50.5514744021363	2.7536	0.0224	-11.713	0.043	10.032	0.041	nan	nan	14.627775	0.00229347425595417	15.299215	0.008451363685940067	13.787015	0.009079646506768476	15.059376342000002	0.008244107345365403	nan	nan	nan	360.256970938219	8.767761541407992	9.208159125044006
127.565896167673	-50.55208976523251	2.7536	0.0224	-11.713	0.043	10.032	0.041	nan	nan	14.627775	0.00229347425595417	15.299215	0.008451363685940067	13.787015	0.009079646506768476	15.059376342000002	0.008244107345365403	nan	nan	nan	359.412427117647	2.896459658997969	2.943055995775012
127.68873755985102	-50.3402816493313	2.8407	0.03	-11.428	0.055	10.683	0.052	nan	nan	15.310082	0.0027741783145992295	16.19403	0.009594369562077204	14.379652	0.0056038175926021085	15.946670131580001	0.009356605369085835	nan	nan	nan	348.541659778298	3.6338691432850396	3.7098598877149698
127.27550684728598	-50.3199762989905	2.7162	0.0634	-11.548	0.104	10.467	0.111	nan	nan	16.5556	0.00209071759160291	17.962147	0.013428704417059227	15.358239	0.003827103564221264	17.69513572988	0.01309481043501258	nan	nan	nan	364.62023623963	8.304952812508986	8.694086629735011
127.650806257043	-50.1758656814877	2.8368	0.0242	-12.736	0.044	9.655	0.044	nan	nan	14.374986	0.0028021698338404548	15.024503	0.007748349665813796	13.602127	0.007345950340484073	14.786900061359999	0.007557705264330112	nan	nan	nan	348.984681016082	2.9493940678449917	2.9991919792660156
127.447668441057	-50.0808109139144	2.8507	0.0169	-12.039	0.029	10.611	0.031	nan	nan	13.459968	0.0025239813487175477	13.935443	0.006946631189448117	12.827092	0.005382538746706067	13.705656143610002	0.0067750542582797335	nan	nan	nan	347.27928274876	2.0398188222370095	2.0636320012649776
127.065248513618	-49.9687475080353	2.9458	0.0664	-12.036	0.123	10.259	0.118	nan	nan	17.042555	0.0029621255266208332	18.296627	0.024432020054046783	15.763836	0.008408453516652526	18.03138583201	0.023824826318656147	nan	nan	nan	336.466772216238	7.412732762436008	7.748168692269019
127.06323305212798	-49.897158883969105	2.8933	0.0322	-12.705	0.05	10.063	0.048	19.13	3.23	12.401857	0.0018433446254613754	12.751525	0.002197947552723428	11.901059	0.002357175545767657	12.528156901260003	0.002144043519500968	nan	nan	nan	342.273124252752	3.764234243798967	3.847364406514032
127.305506475905	-49.67262719099091	2.8335	0.0298	-11.548	0.055	10.801	0.048	nan	nan	15.136894	0.0023164260450287046	16.00007	0.009654918500630756	14.20654	0.005655890234875898	15.753229038300002	0.009415660014062048	nan	nan	nan	349.417509019377	3.6246328190289887	3.700040247577988
